Strategy,Expected_Return_%,Expected_Sharpe,Historical_Return_%,Historical_Sharpe,Max_Drawdown_%,Backtest_Return_%,Backtest_Sharpe
MVP,13.266342595593242,0.5182061269901951,13.266342595593242,0.5182061269901951,-26.09260832364716,13.05563815794624,0.5033424138475773
MSP (Unconstrained),20.129076275002138,0.8702461037780852,20.129076275002138,0.870246103778085,-34.775262182637476,19.94248219225396,0.860988858760028
MSP (Constrained 15%),19.90536622704353,0.862795110620713,19.90536622704353,0.862795110620713,-35.3749428833743,19.680668390657512,0.8513006017989708
